score,SentiStrength-posScore,SentiStrength-negScore,mpqa-posCount,mpqa-negCount,BingLiu-posCount,BingLiu-negCount,AFINN-posScore,AFINN-negScore,S140-posScore,S140-negScore,NRC-Hash-Sent-posScore,NRC-Hash-Sent-negScore,NRC-10-anger,NRC-10-anticipation,NRC-10-disgust,NRC-10-fear,NRC-10-joy,NRC-10-sadness,NRC-10-surprise,NRC-10-trust,NRC-10-negative,NRC-10-positive,NRC-10-Expanded-anger,NRC-10-Expanded-anticipation,NRC-10-Expanded-disgust,NRC-10-Expanded-fear,NRC-10-Expanded-joy,NRC-10-Expanded-sadness,NRC-10-Expanded-surprise,NRC-10-Expanded-trust,NRC-10-Expanded-negative,NRC-10-Expanded-positive,NRC-Hash-Emo-anger,NRC-Hash-Emo-anticipation,NRC-Hash-Emo-disgust,NRC-Hash-Emo-fear,NRC-Hash-Emo-joy,NRC-Hash-Emo-sadness,NRC-Hash-Emo-surprise,NRC-Hash-Emo-trust,SentiWordnet-posScore,SentiWordnet-negScore,Emoticons-posScore,Emoticons-negScore,Negation-negationCount
0.864,1,-4,0,3,1,2,0,-2,2.363,-8.082,1.786,-14.586,0,0,0,0,0,2,0,1,3,0,0.764501,0.859143,0.456623,0.662501,0.717587,0.393811,0.445454,0.862615,2.940433,2.179253,6.754766,0.061206,0.896351,0.500941,0.137963,0.299634,0.558511,0,0.373966,-1.991667,0,0,1
0.729,1,-4,2,0,0,0,0,0,1.461,-4.635,1.657,-6.765,0,0,0,0,0,0,0,1,0,1,1.028711,0.651617,0.79151,0.945852,0.388586,0.437289,0.51076,0.64031,3.965175,1.356157,1.388628,1.199799,2.661056,1.220922,0.267772,0.016074,0.32129,0.134473,1.182576,-0.875947,0,0,0
0.863,1,-5,2,2,0,3,0,-12,3.411,-6.48,2.22,-10.297,1,1,2,1,1,1,0,2,3,4,2.661456,0.626208,1.809709,1.844768,0.319966,1.337503,0.390526,0.685706,6.99463,1.17632,3.324863,2.004519,4.421998,0.265172,0.06904,0.09598,0.635259,0.806396,1.579499,-1.40625,0,0,0
0.729,1,-4,2,0,0,0,0,0,0.805,-3.306,2.288,-6.385,0,0,0,1,0,0,0,0,0,1,0.891329,0.933634,0.624189,0.742436,0.63568,0.3722,0.470303,1.008263,3.064306,2.288007,2.600293,0.38397,1.72753,0.394687,0.106767,0.00834,0.091025,0,1.50028,-0.410417,0,0,1
0.729,1,-2,1,2,0,4,0,-7,0.654,-5.097,1.981,-5.446,1,0,1,1,0,2,0,0,3,0,0.686997,0.530258,0.772125,0.677726,0.44386,0.513585,0.242605,0.608432,3.027543,1.539225,1.853412,0,1.57494,0.182066,0.098145,0.464006,0.406605,0.498371,0.020833,-2.071429,0,0,0
0.873,2,-4,1,1,0,2,2,0,1.062,-1.479,0.436,-15.369,0,0,0,0,0,0,0,0,2,1,1.31078,0.711165,1.128892,1.295354,0.474535,0.901076,0.592068,0.767827,4.397623,1.442909,4.394583,0.084353,1.919583,0,0,0.180885,0.373112,0.604293,1.095969,-0.375,0,0,0
0.538,2,-4,0,0,0,1,0,0,2.465,-1.924,4.467,-5.82,0,1,0,0,0,0,0,0,0,0,1.075439,0.872031,0.785105,0.912711,0.922437,0.542571,0.68305,0.913403,4.246115,2.614726,2.368949,1.455988,0.072392,0.19719,1.827147,0,1.350621,0.04487,0.020833,-1.500947,0,0,1
0.729,2,-5,0,1,0,2,0,-7,3.387,-7.635,0.831,-13.519,1,0,1,1,0,1,0,0,2,0,2.700501,1.415676,2.289129,2.308258,0.992018,1.476723,0.666943,1.377092,7.231573,2.968293,3.130524,0.005811,3.283216,1.387168,0,0,0.271525,0.467388,1.025189,-0.837949,0,0,0
0.729,2,-3,2,0,0,0,2,-3,5.661,-2.751,0.981,-9.138,1,0,0,1,1,1,0,3,1,1,1.108383,0.862446,0.959828,0.96687,1.051071,0.466073,0.748933,1.179064,4.270959,3.217209,0.762388,0.455032,1.204025,0.282451,0.156472,0.049806,0.204167,1.037629,1.691,-0.479167,0,0,1
0.729,2,-4,0,0,0,0,0,-4,1.485,-1.749,0.839,-2.768,0,0,0,0,0,0,0,0,0,0,0.633638,0.550851,0.646173,0.422073,0.398126,0.401,0.260256,0.368863,2.098463,1.118726,2.215616,0.024221,0.650794,0,0,0,0.255095,0,0.0875,0,0,0,0
0.729,1,-3,0,3,0,3,0,-13,3.025,-1.487,0.81,-9.47,3,1,2,3,0,0,2,1,3,0,1.681047,0.622889,0.936125,1.153079,0.507268,0.480909,0.34759,0.874681,4.457096,2.121311,2.402351,1.441031,2.910677,0.166786,0,0,0.432518,0.384867,0.5,-2.163988,0,0,0
0.729,1,-4,0,3,0,3,0,-5,0.629,-7.074,1.757,-4.43,1,1,0,0,1,1,1,0,2,1,1.464224,0.498764,1.675768,2.118997,0.221291,1.218828,0.283158,0.438823,4.688177,0.947762,1.520499,0.106641,0.511366,4.247851,0,1.136329,0.582274,0,0.7475,-0.951833,0,0,0
0.729,1,-3,0,2,0,2,0,-5,2.4,-2.716,1.359,-5.941,1,0,0,1,0,0,0,0,1,0,0.913819,0.442417,1.249142,1.154773,0.45508,0.846994,0.390232,0.559482,3.269776,1.191022,1.104056,0.777993,1.719703,1.342779,0,0.687995,0.266752,0.166457,0,-1.854167,0,0,0
0.729,1,-3,1,1,0,1,0,0,1.473,-0.4,0.069,-1.27,0,0,0,0,0,0,0,0,1,0,0.265887,0.247773,0.257845,0.237628,0.262056,0.150261,0.15943,0.328372,1.301205,0.581935,0.145902,0,1.080633,0,0.0398,0.041455,0.721423,0,0.915774,-0.1,0,0,0
0.775,1,-5,0,2,0,2,0,-6,1.316,-2.521,0.402,-1.967,2,0,2,2,0,2,0,0,2,0,0.264237,0.265763,0.21615,0.199848,0.368146,0.107886,0.168725,0.44953,1.211694,1.150328,0.073887,0.01725,2.403607,0,0,0.971962,0,0.254124,0.017857,-0.666667,0,0,0
0.867,1,-3,0,3,0,4,0,-13,1.471,-7.059,1.028,-9.546,2,1,1,1,0,0,0,0,2,2,1.498795,0.5395,2.0686,1.165545,0.414988,1.718106,0.418551,0.58042,5.602272,1.611932,3.844157,1.031588,1.313751,0.366335,0.270747,1.731567,0.671615,0,0.833333,-1.824964,0,0,0
0.831,2,-3,2,0,2,0,2,-2,3.771,-2.029,4.726,-4.096,1,1,0,0,0,1,0,0,1,0,1.376758,1.268025,0.722795,1.106673,1.095384,0.509811,0.695525,1.861079,5.12317,3.861318,0.806494,2.03973,1.044909,0.829007,0.461854,1.476468,1.006431,0.874583,2.401631,-0.322917,0,0,0
0.708,2,-1,0,0,0,0,0,0,1.929,-4.062,1.284,-6.194,0,1,0,0,0,0,0,0,0,0,1.028473,0.854083,0.594217,0.729731,0.682908,0.698483,0.409908,1.001817,3.182141,2.229432,2.153788,0.250286,1.011891,0.537427,0.125975,0.975361,0.765334,0.158037,0.81994,0,0,0,0
0.708,1,-4,2,1,1,1,0,-2,1.738,-8.154,0.687,-13.363,0,0,0,1,0,0,0,1,0,1,1.355168,0.880002,1.306438,1.658024,0.415865,1.062854,0.528289,0.587728,4.286913,1.456107,1.427125,3.710548,3.209064,1.493687,0.072619,1.565703,0.133283,0.529226,1.145833,-0.1875,0,0,0
0.708,2,-4,1,1,0,1,0,-3,0.648,-1.586,0.806,-0.489,1,1,1,0,1,0,0,1,1,1,0.246282,0.295161,0.145641,0.194201,0.388219,0.141041,0.228044,0.303887,0.965193,0.974387,1.181929,0.174442,0.294821,0,0.44317,0,0.098114,0.087666,0.026885,-0.322917,0,0,0
0.759,1,-4,0,1,0,1,0,-1,1.108,-1.932,2.989,-2.198,0,0,0,0,0,1,1,0,2,0,0.383258,0.359291,0.226151,0.255113,0.291235,0.130441,0.207591,0.432435,1.412127,0.84092,2.955772,0.217158,0.733398,0.208558,0.661037,0,0.426716,0.102063,0.187111,-1.057813,0,0,0
0.862,1,-3,0,1,0,2,0,-7,1.484,-2.904,1.265,-5.628,0,0,0,0,1,0,0,1,0,1,1.927021,0.371387,1.373714,1.286389,0.186865,0.800801,0.25895,0.355271,4.847297,0.608485,3.658823,0.5291,2.23066,0.099539,0.124434,0.746054,0.098958,0,0.239583,-0.70928,0,0,0
0.708,2,-1,2,1,1,2,1,-2,1.497,-4.066,1.078,-8.528,1,1,1,0,1,0,0,1,1,2,1.511963,0.699453,1.337951,1.227309,0.606129,1.069139,0.399612,0.969995,4.253423,2.314955,2.60733,0.433884,2.284093,0.458086,0,1.485385,0.092598,0.459182,0.833333,-1.270833,0,0,0
0.708,2,-1,1,0,1,0,0,0,2,-3.401,0.276,-3.269,0,1,0,0,0,0,0,0,0,0,0.929981,0.77813,0.362557,0.487534,0.626173,0.295366,0.495092,0.587985,2.753611,1.625313,1.44172,0.001125,1.184025,0.333051,0.229401,0.248919,0,0.131416,1.181958,-0.025,0,0,3
0.708,1,-4,0,2,0,2,0,-4,0,-1.84,0,-5.852,1,0,0,0,0,0,0,0,1,0,0.413054,0.23026,0.203183,0.342281,0.133867,0.194537,0.135313,0.314367,1.368806,0.622307,1.367326,0,0.054813,0,0,0,0,0,0,-0.36875,0,0,1
0.708,2,-2,2,2,1,2,1,-2,3.532,-2.889,0.927,-7.616,1,1,0,0,0,1,0,0,1,0,1.396404,1.176683,1.013164,1.12286,0.993593,0.819006,0.831497,1.300942,4.425181,2.692866,2.769172,1.472332,1.076522,0.168803,0.125975,0.260038,0.538558,0.504072,2.050744,-0.645833,0,0,1
0.708,1,-1,0,1,0,1,0,0,0.385,-0.541,0.107,-0.214,0,0,0,0,0,0,0,0,0,0,0.053122,0.015238,0.032062,0.067999,0.011185,0.013953,0.006016,0.042158,0.094868,0.044333,0.896617,0,0,0,0,0,0,0,0,-0.25,0,0,0
0.708,2,-4,0,0,0,0,0,-1,1.508,-1.452,1.367,-2.328,0,0,0,1,0,1,1,1,1,1,0.596337,0.382196,0.291279,0.40076,0.29786,0.150678,0.195226,0.395527,1.645108,0.834022,2.439396,0,0.602712,0.19251,0.320171,0.0958,0.658908,0,0.177083,-0.169231,0,0,0
0.817,1,-3,0,3,0,2,0,-2,0.16,-4.781,1.793,-1.588,0,0,0,0,1,0,0,0,0,1,0.827423,0.441793,0.736067,0.427586,0.239026,0.481309,0.22077,0.404483,2.837126,0.96748,1.974591,0,0.845548,0.496621,0.242046,0,0.00592,0,0.054126,-0.5875,0,0,0
0.708,1,-1,1,1,0,0,0,-3,0.316,-2.561,0.143,-2.623,1,0,0,0,0,0,0,1,1,1,0.432546,0.436894,0.324561,0.477083,0.239621,0.261608,0.210554,0.50308,1.902938,1.033803,1.162203,0.222575,0.66142,0.689401,0,0,0.163496,0.134473,0.456754,-0.458333,0,0,0
0.708,1,-4,0,2,0,2,0,-7,1.858,-4.983,3.436,-3.923,1,0,1,0,0,0,0,1,1,1,2.214374,1.044525,2.160214,1.723205,0.791507,1.198061,0.592111,1.202276,6.706994,3.446576,2.207427,0.437942,1.247771,0.844565,0.011411,0,1.016575,0.597851,0.271111,-1.135417,0,0,1
0.708,1,-4,0,4,0,1,0,-3,2.536,-6.188,4.373,-6.229,2,0,1,0,0,0,0,0,3,0,1.367699,0.940721,1.397889,1.494455,0.745935,0.738445,0.561261,1.109131,5.638081,2.713012,4.045358,0.974371,1.564094,0.680629,0.753124,1.085217,0.430152,0.49846,1.067478,-1.47753,0,0,1
0.708,1,-4,1,1,0,1,0,-5,0.199,-2.206,0.661,-1.72,2,0,0,0,0,0,0,0,2,0,0.14317,0.072124,0.155473,0.1622,0.066792,0.051502,0.097461,0.064864,0.734193,0.230959,2.457806,0,0,0,0.193005,0.072825,0.334749,0,1.103274,-0.385417,0,0,0
0.75,4,-4,0,1,0,1,0,-5,0.055,-8.025,2.218,-6.48,1,0,0,0,0,1,0,0,1,0,1.246334,0.810286,1.080627,0.950633,0.582284,1.008881,0.357859,0.862146,4.74203,1.993939,0.505207,0.717524,2.160864,2.054224,0.983542,1.070321,0.386026,0.708126,1.196077,-1.292614,0,0,1
0.688,2,-4,0,1,0,1,2,-4,3.356,-5.066,4.139,-5.929,1,0,0,0,0,1,0,0,1,0,1.057491,1.366664,0.727595,0.796525,1.638686,0.523122,0.555407,1.420032,3.849178,3.47696,3.091846,0.419846,0.897878,0.454496,0.43659,1.141535,0.783317,0.245606,0.395833,-0.510417,0,0,1
0.688,2,-4,0,0,1,0,0,0,1.724,-5.038,1.442,-6.847,0,0,0,0,0,1,1,0,1,0,0.934876,0.565062,0.789807,0.894973,0.493659,0.724769,0.362818,0.512203,4.159874,1.654597,2.60556,0.438405,0.188668,0.111052,0.137963,0,1.485675,0,0.341246,-1.00625,0,0,2
0.688,1,-2,2,2,1,2,0,-3,2.55,-4.003,0.329,-6.784,2,0,0,2,0,0,0,1,3,1,1.135907,0.657786,0.989039,1.251969,0.503374,0.906192,0.554993,0.955408,5.393022,1.792194,0.769835,0.53273,2.861553,1.53994,0,0.241973,0.240045,0,2.068422,-2.40188,0,0,1
0.688,1,-4,0,1,0,1,0,-3,0,-1.555,0.146,-0.401,1,0,1,0,0,0,0,0,1,0,0.041722,0.03732,0.038928,0.059488,0.014563,0.021699,0.03969,0.022828,0.236853,0.05452,1.181929,0.178066,0,0.621579,0,0,0,0,0.0625,-0.260417,0,0,0
0.69,1,-4,0,0,1,0,0,0,0.356,-1.473,1.727,-3.377,0,0,0,0,0,0,0,0,0,0,0.357278,0.317952,0.296525,0.291041,0.247108,0.157122,0.224541,0.452914,1.801059,0.847013,2.03564,0.397101,0.219869,0.095761,0,0.069844,0.132078,0,0.194923,-0.596442,0,0,0
0.688,1,-3,0,1,0,1,0,0,1.408,-0.559,0.313,-3.173,1,0,0,0,0,0,0,0,1,0,0.226775,0.20504,0.125527,0.176167,0.138399,0.098189,0.111535,0.241106,0.915059,0.54849,1.491804,1.080025,0.165801,0.794501,0,0.117649,0.304355,0,0.3125,-0.479167,0,0,0
0.688,1,-1,1,1,0,1,2,0,0.382,-1.187,0.338,-1.538,1,0,1,1,0,1,1,2,1,1,0.484576,0.520017,0.265132,0.356925,0.482207,0.179258,0.308973,0.686368,1.629712,1.620969,0.268202,0.521366,0.762705,0,0.032002,0,0.130722,0.333272,0.186607,-0.25,0,0,0
0.764,1,-1,0,1,0,1,0,-3,0.8,-5.51,1.498,-5.882,0,0,0,1,0,1,0,0,1,0,1.430679,0.772146,1.502642,1.592001,0.483263,0.950539,0.606966,0.926921,6.097488,1.805775,2.344156,0.286654,1.416271,1.805922,0,0.030216,0.24134,1.148592,0.17409,-0.612054,0,0,0
0.688,1,-3,0,0,0,0,0,-3,4.401,-0.756,1.932,-7.129,0,2,0,0,0,0,1,1,0,1,1.558761,0.887601,1.273507,1.191235,0.485347,0.764431,0.486742,1.158038,4.997106,1.783359,1.077072,2.725801,1.305721,0.365863,0.938172,0,1.037394,0,0.045833,-0.3125,0,0,0
0.688,2,-3,1,4,0,4,2,-7,3.524,-1.34,1.717,-8.482,4,0,1,5,0,3,1,1,7,1,1.326141,0.638252,0.776382,1.254988,0.431243,0.725856,0.416236,0.581792,3.838986,1.38401,2.624245,2.644252,3.605456,0.660657,0.288397,0,0.480607,0.945027,1.072321,-2.919413,0,0,0
0.688,1,-5,0,0,0,0,0,0,2.567,-2.335,1.181,-4.863,0,0,1,0,0,0,0,0,1,0,0.905455,0.630379,0.697592,0.669465,0.436607,0.44477,0.398531,0.641092,3.729615,1.16709,2.642017,0.207429,2.131962,0,0,0,0,0.378058,0.949838,0,0,0,0
0.688,1,-2,0,1,0,2,0,-5,1.178,-5.863,3.841,-4.206,0,0,0,0,0,0,0,0,0,0,1.386876,0.613511,1.274734,0.943614,0.39179,1.089735,0.58983,0.828949,3.865899,1.417215,3.179471,0.246037,0.325471,0.464418,1.243757,0.067638,0,0.191231,0.326984,-0.5625,0,0,0
0.688,2,-3,1,1,1,1,1,-4,2.707,-3.449,2.189,-4.74,1,0,1,0,0,0,0,0,1,1,1.21629,0.714727,1.276818,0.82687,0.614649,0.552251,0.507968,0.699395,3.683622,1.764343,2.204206,1.256649,0.730107,0.314437,0.345204,0,0.779646,0.17119,0.539322,-1.627083,0,0,0
0.688,2,-4,2,0,1,0,3,0,2.052,-2.393,1.815,-4.276,0,0,0,0,1,0,0,0,0,2,0.638153,0.699941,0.630685,0.886835,0.324974,0.630769,0.488411,0.701771,3.451371,1.403937,2.696432,0.39922,0.915483,0.395628,0.710285,0.457805,1.181057,0.515204,2.791285,-0.2,0,0,0
0.688,1,-4,0,2,0,3,0,-3,1.453,-4.06,2.807,-5.501,1,0,0,2,0,2,0,0,2,0,0.860412,0.376059,0.823862,0.554904,0.323216,0.384447,0.204411,0.61918,2.441399,1.211755,2.750639,0,2.123456,1.258806,0.098145,0.775867,0.526824,0,0.583333,-0.518601,0,0,0
0.766,2,-4,1,4,1,4,2,-9,6.616,-2.793,2.319,-8.746,2,0,2,1,0,0,0,0,4,1,0.628785,1.036394,0.800176,0.628795,1.534098,0.318988,0.410805,1.929787,2.668063,4.012694,0.985842,1.608735,3.579021,1.68625,0.705807,0.161024,0.573929,0.761286,0.484375,-1.214583,0,0,0
0.688,1,-3,1,1,1,0,0,-1,3.208,-1.509,1.493,-4.164,0,1,0,0,1,0,0,1,1,2,0.497786,0.56446,0.389345,0.382669,0.566732,0.220548,0.287171,0.845262,1.816463,1.832035,0.42436,0.000644,1.447531,0.313893,0.172612,0.729687,0.363345,0.433682,0.551786,-0.221875,0,0,0
0.688,1,-4,0,1,0,1,0,-4,1.73,-4.387,3.55,-5.603,1,0,1,0,0,0,0,0,1,0,0.763235,0.907172,0.842215,0.849694,0.933432,0.462535,0.657347,1.732044,3.304284,3.252127,3.762108,1.107854,0.818075,0.284126,0.404695,0,0.947055,1.258453,0.890504,-0.484545,0,0,2
0.667,1,-3,0,1,0,1,0,-3,0.691,-1.899,1.467,-3.453,0,0,0,0,0,0,0,0,0,0,1.172155,0.412167,0.719143,0.820573,0.351019,0.590433,0.281722,0.463605,3.171658,1.091379,2.766704,0.158037,1.258672,1.338958,0.206512,0,0.307568,0,0.43029,0,0,0,0
0.667,2,-3,0,0,0,0,0,-4,1.485,-1.749,0.839,-0.682,0,0,0,0,0,0,0,0,0,0,0.633638,0.550851,0.646173,0.422073,0.398126,0.401,0.260256,0.368863,2.098463,1.118726,0.849214,0.024221,0.650794,0,0,0,0.255095,0,0.0875,0,0,0,0
0.667,3,-2,1,0,1,0,4,0,2.178,-0.653,2.242,-2.732,0,1,0,0,0,0,0,1,0,1,0.543347,0.360229,0.494997,0.486011,0.517333,0.195926,0.233573,0.573583,1.589855,1.312149,0.926343,0.158739,1.266155,0.042411,0.154135,0.141141,0.779155,0,0.06875,-0.035714,0,0,0
0.667,2,-4,3,2,2,2,2,-6,2.986,-3.913,1.308,-12.444,2,0,1,1,0,1,0,3,2,3,0.658423,0.519756,0.395531,0.464254,0.378458,0.219601,0.318945,0.810131,2.377212,1.906496,2.804065,1.390835,3.962693,0.053112,0.124434,0,0.066472,3.697778,0.450136,-1.364583,0,0,0
0.667,1,-4,0,1,0,1,0,-3,0.723,-2.544,1.201,-5.781,1,0,0,1,0,0,0,1,1,1,1.526637,0.5016,0.998301,1.522283,0.35479,0.771779,0.359889,0.720831,3.625285,1.33422,3.107994,0.250188,2.072524,0.373768,0,0.224675,0.089779,0,0.375,-0.8125,0,0,0
0.578,1,-4,2,2,1,1,1,-4,2.365,-3.559,2.538,-4.034,1,0,1,0,0,0,0,0,1,1,2.112699,0.893557,1.497579,1.963766,0.706883,1.046366,0.758383,1.103066,7.144203,2.223829,1.882794,0.050193,0.871882,0.618971,0.48297,0.469515,0,0.514705,1.218668,-0.884226,0,0,3
0.667,1,-1,0,0,0,0,0,0,2.567,-2.335,1.181,-4.243,0,0,1,0,0,0,0,0,1,0,0.905455,0.630379,0.697592,0.669465,0.436607,0.44477,0.398531,0.641092,3.729615,1.16709,1.338555,0.207429,2.131962,0,0,0,0,0.378058,0.949838,0,0,0,0
0.667,2,-1,1,1,0,2,2,0,1.062,-1.479,0.436,-12.852,0,0,0,0,0,0,0,0,2,1,1.31078,0.711165,1.128892,1.295354,0.474535,0.901076,0.592068,0.767827,4.397623,1.442909,3.118818,0.084353,1.919583,0,0,0.180885,0.373112,0.604293,1.095969,-0.375,0,0,0
0.667,1,-4,0,1,0,3,0,-7,0.013,-1.971,1.013,-1.09,1,0,1,1,0,1,0,0,1,0,0.612987,0.261913,0.249421,0.539473,0.196736,0.420261,0.207188,0.345898,1.888508,0.560177,2.251506,0.310404,0.278885,0.208513,0,0.36117,0.866499,0,0.375,-0.936754,0,0,0
0.667,2,-4,2,2,1,2,2,-4,2.53,-3.444,2.709,-3.399,2,0,0,1,0,1,0,0,2,0,1.33188,1.260731,1.26283,1.346393,0.799643,0.672288,0.847175,1.071149,4.836424,2.098262,1.740092,0.565905,1.187533,0.790768,3.3197,1.989564,0.65888,0.835763,1.385922,-0.839583,0,0,0
0.667,1,-1,0,2,0,2,0,0,0.426,-4.165,8.569,-0.843,0,3,0,0,3,0,2,2,0,5,0.741233,0.767529,0.701653,0.876335,0.409162,0.420638,0.381991,0.510282,3.478112,1.081499,2.010398,0.054066,0.172159,0.588094,2.046049,2.485013,0.881266,0,0.491803,-1.1875,0,0,0
0.667,1,-4,0,0,0,0,0,0,0.377,0,0.545,-2.756,0,0,0,0,0,0,0,0,0,0,0.01613,0.147537,0.004162,0.018104,0.015881,0.002315,0.02934,0.090394,0.039145,0.118774,1.427125,0.325091,0,0.652671,0,0,0,0,0.041667,0,0,0,0
0.667,2,-4,0,1,0,2,2,-2,2.696,-3.964,3.673,-2.536,3,0,1,2,0,1,1,0,3,0,0.747742,1.073348,0.392086,0.476455,1.285574,0.263452,0.459312,1.227834,2.483463,2.663199,2.148399,1.352867,0.780725,1.936122,0.977487,0.012662,0.545694,0.28358,0.288889,-1.0625,0,0,1
0.833,2,-4,0,0,1,0,2,-7,3.606,-4.473,1.499,-7.9,0,0,0,0,0,0,0,0,0,0,1.966543,1.152473,1.650029,1.413339,1.233725,1.04773,0.588346,1.407167,5.39966,3.02006,3.899293,0.061206,1.400951,0.053112,0.225111,0,0.967031,0.30093,0.241543,-1.019551,0,0,0
0.667,1,-4,0,1,0,1,0,-3,0,-1.849,0,-0.849,1,0,1,0,0,0,0,0,1,0,0.110022,0.061519,0.103043,0.103188,0.044158,0.10182,0.050987,0.055332,0.640239,0.166233,1.181929,0,0,0,0,0,0.35176,0,0,-0.385417,0,0,0
0.667,1,-3,0,0,0,0,0,-1,3.208,-2.723,2.436,-3.734,0,0,0,0,0,1,1,0,1,1,0.786617,1.130477,1.010749,0.972961,0.82728,0.471363,0.524443,1.061414,3.144993,2.549388,1.252062,0.914019,0.758768,1.591405,0.664053,0.690117,0,1.685471,0.433036,-0.202003,0,0,0
0.667,1,-5,2,1,2,1,3,-5,6.124,-3.866,3.684,-2.728,1,0,1,0,0,0,0,0,1,0,1.405392,1.14735,1.032209,1.046402,1.587484,0.817914,0.587076,1.212398,4.096838,2.892291,2.558855,1.256913,1.235982,0.986811,1.228575,0,0.381957,0.641435,1.143948,-0.225,0,0,0
0.667,2,-4,1,2,1,2,2,-5,2.026,-2.579,1.441,-4.163,2,0,1,2,0,2,0,0,2,0,1.911904,0.739209,2.058217,1.561074,0.596277,1.404516,0.501064,1.058845,5.695253,1.896297,1.863094,1.122132,1.753496,0,0,0.150833,0,0,0.789583,-1.632143,0,0,2
0.648,1,-3,1,0,0,0,1,0,0.464,-0.672,1.034,-2.163,0,0,0,0,0,0,0,0,0,0,0.222165,0.116941,0.240104,0.21951,0.115251,0.056786,0.049949,0.120919,0.686601,0.312155,0.532109,0,0.890549,0,0,0,0.618634,0,0.041667,-0.226479,0,0,0
0.667,1,-3,1,1,0,1,2,0,1.887,-2.807,3.677,-1.653,1,0,2,0,0,1,0,2,2,2,0.401433,0.430724,0.275656,0.324666,0.416927,0.216733,0.254433,0.590795,1.713601,1.38324,1.419024,0,0.140418,0.501403,2.147477,0.485615,0.516641,1.915231,0.718056,-0.560104,0,0,0
0.646,2,-4,0,1,0,0,3,-2,1.781,-2.714,0.005,-3.918,1,0,0,0,0,0,0,0,1,0,0.897496,0.542839,0.505129,0.651474,0.346873,0.313049,0.32155,0.715655,2.801092,1.158645,1.199899,1.003136,0.755722,0.014566,0,0,0.578757,0,0.604167,0,0,0,0
0.812,2,-2,3,2,1,3,3,-5,2.761,-6.288,2.067,-3.588,1,0,1,1,0,1,1,0,2,0,1.225671,0.857833,1.367928,1.369149,0.775594,0.641675,0.794509,1.013395,4.614916,2.16389,2.306324,0.099112,0.692875,0.671043,0.114504,1.255078,0.556319,0.332915,2.211607,-1.079472,0,0,1
0.646,2,-4,0,0,0,0,0,-1,1.65,-4.878,2.606,-6.006,0,0,0,0,0,0,0,0,0,1,0.985514,0.895217,0.929278,0.93683,0.84602,0.751365,0.458974,1.141774,4.35144,2.771723,4.299603,1.446825,1.298998,0.152796,0.193005,0.982418,1.275699,1.121667,1.148512,-1.120833,0,0,1
0.646,2,-2,0,1,0,2,0,-2,1.151,-5.098,0.555,-9.509,1,1,1,2,0,1,0,0,2,0,1.114551,0.901266,1.090271,1.202747,0.688052,1.396128,0.464501,0.688135,3.568724,1.861193,0.682937,0.53273,1.196104,0.265526,0.001137,1.126436,0,0,0.870969,-1.485417,0,0,0
0.646,1,-4,1,4,0,2,1,-4,0.853,-5.908,0.742,-17.162,1,0,0,0,0,3,0,0,4,0,1.27864,0.642552,0.923123,0.941689,0.296856,0.70561,0.460284,0.575499,4.148044,0.952004,3.330394,2.203257,1.958734,0.133627,0,1.375241,0.176582,0,0.06875,-2.77251,0,0,1
0.646,3,-3,2,2,1,2,4,-2,3.889,-2.943,3.274,-4.61,2,1,1,1,2,1,1,2,1,2,1.531783,0.980377,1.770117,1.236067,0.736801,0.799413,0.710559,0.844263,5.854633,1.96446,4.284633,0.851904,0.366243,1.567179,0.319383,0,0.262796,0.986615,0.816518,-1.416414,0,0,0
0.646,2,-1,4,0,1,0,2,0,1.735,-2.674,2.792,-3.826,0,1,0,1,0,0,1,0,1,3,0.637523,0.522624,0.661962,0.602446,0.545332,0.256326,0.325106,0.930616,2.321319,1.825885,1.858874,1.312009,1.10482,0.519219,0.028218,0.03026,0.677752,0.475332,1.680159,-0.702083,0,0,0
0.646,2,-4,0,2,0,2,3,-5,0.834,-4.11,0.271,-5.94,1,0,1,1,0,1,0,0,2,0,0.355145,0.18689,0.38487,0.280512,0.191647,0.14465,0.145598,0.398522,1.557255,0.780569,2.476209,0.151824,1.018871,0,0,0.171356,0.247315,0.032616,0,-1.197917,0,0,0
0.646,3,-2,1,2,0,2,2,-4,2.336,-5.695,2.153,-6.114,0,0,0,0,0,1,0,0,2,1,1.140914,0.997891,1.076471,1.003347,0.669718,0.698783,0.626034,0.93721,4.825042,2.018339,3.555402,0.308624,0.693234,0.251876,0.263242,0.359185,0.419359,0.880291,1.466049,-2.166667,0,0,2
0.646,3,-4,1,3,2,1,5,-3,2.902,-2.7,3.548,-2.41,1,1,1,0,0,0,0,0,1,1,1.060742,0.961525,0.787929,0.768491,0.844948,0.5352,0.601437,1.264601,5.161267,3.120035,1.464709,0.75955,0.910086,0.41292,0.906479,0.072825,0.775056,0.069046,1.253274,-0.459722,0,0,0
0.646,1,-3,0,1,0,1,0,-3,0.014,-0.915,0,-1.55,0,0,0,0,0,0,0,0,0,0,0.671091,0.125797,0.333123,0.42761,0.03417,0.421287,0.093044,0.106203,1.371576,0.106393,1.772309,0,0.519113,0,0,0,0,0,0.083333,0,0,0,0
